time,depth,CSPD,CDIR,CSPD_QC,CDIR_QC
2024-10-15 16:00:00+00:00,20.0000,0.2127,167.2383,1,1
2024-10-15 16:30:00+00:00,20.0000,0.2116,167.3026,1,1
2024-10-15 17:00:00+00:00,20.0000,0.2106,167.3668,1,1
2024-10-15 17:30:00+00:00,20.0000,0.2095,167.4310,1,1
2024-10-15 18:00:00+00:00,20.0000,0.2084,167.4952,1,1
2024-10-15 18:30:00+00:00,20.0000,0.2073,167.5594,1,1
2024-10-15 19:00:00+00:00,20.0000,0.2063,167.6237,1,1
2024-10-15 19:30:00+00:00,20.0000,0.2052,167.6879,1,1
2024-10-15 20:00:00+00:00,20.0000,0.2041,167.7521,1,1
2024-10-15 20:30:00+00:00,20.0000,0.2031,167.8163,1,1
2024-10-15 21:00:00+00:00,20.0000,0.2020,167.8806,1,1
2024-10-15 21:30:00+00:00,20.0000,0.2009,167.9448,1,1
2024-10-15 22:00:00+00:00,20.0000,0.1998,168.0090,1,1
2024-10-15 22:30:00+00:00,20.0000,0.1988,168.0733,1,1
2024-10-15 23:00:00+00:00,20.0000,0.1977,168.1375,1,1
2024-10-15 23:30:00+00:00,20.0000,0.1966,168.2017,1,1
2024-10-16 00:00:00+00:00,20.0000,0.1956,168.2660,1,1
2024-10-16 00:30:00+00:00,20.0000,0.1945,168.3302,1,1
2024-10-16 01:00:00+00:00,20.0000,0.1934,168.3945,1,1
2024-10-16 01:30:00+00:00,20.0000,0.1924,168.4587,1,1
2024-10-16 02:00:00+00:00,20.0000,0.1913,168.5230,1,1
2024-10-16 02:30:00+00:00,20.0000,0.1902,168.5872,1,1
2024-10-16 03:00:00+00:00,20.0000,0.1891,168.6514,1,1
2024-10-16 03:30:00+00:00,20.0000,0.1881,168.7157,1,1
2024-10-16 04:00:00+00:00,20.0000,0.1870,168.7799,1,1
2024-10-16 04:30:00+00:00,20.0000,0.1859,168.8442,1,1
2024-10-16 05:00:00+00:00,20.0000,0.1849,168.9085,1,1
2024-10-16 05:30:00+00:00,20.0000,0.1838,168.9727,1,1
2024-10-16 06:00:00+00:00,20.0000,0.1827,169.0370,1,1
2024-10-16 06:30:00+00:00,20.0000,0.1816,169.1012,1,1
2024-10-16 07:00:00+00:00,20.0000,0.1806,169.1655,1,1
2024-10-16 07:30:00+00:00,20.0000,0.1795,169.2297,1,1
2024-10-16 08:00:00+00:00,20.0000,0.1784,169.2940,1,1
2024-10-16 08:30:00+00:00,20.0000,0.1774,169.3583,1,1
2024-10-16 09:00:00+00:00,20.0000,0.1763,169.4225,1,1
2024-10-16 09:30:00+00:00,20.0000,0.1752,169.4868,1,1
2024-10-16 10:00:00+00:00,20.0000,0.1741,169.5511,1,1
2024-10-16 10:30:00+00:00,20.0000,0.1731,169.6153,1,1
2024-10-16 11:00:00+00:00,20.0000,0.1720,169.6796,1,1
2024-10-16 11:30:00+00:00,20.0000,0.1709,169.7439,1,1
2024-10-16 12:00:00+00:00,20.0000,0.1699,169.8082,1,1
2024-10-16 12:30:00+00:00,20.0000,0.1688,169.8724,1,1
2024-10-16 13:00:00+00:00,20.0000,0.1677,169.9367,1,1
2024-10-16 13:30:00+00:00,20.0000,0.1667,170.0010,1,1
2024-10-16 14:00:00+00:00,20.0000,0.1656,170.0653,1,1
2024-10-16 14:30:00+00:00,20.0000,0.1645,170.1295,1,1
2024-10-16 15:00:00+00:00,20.0000,0.1634,170.1938,1,1
2024-10-16 15:30:00+00:00,20.0000,0.1624,170.2581,1,1
2024-10-16 16:00:00+00:00,20.0000,0.1613,170.3224,1,1
2024-10-16 16:30:00+00:00,20.0000,0.1602,170.3867,1,1
2024-10-16 17:00:00+00:00,20.0000,0.1592,170.4510,1,1
2024-10-16 17:30:00+00:00,20.0000,0.1581,170.5152,1,1
2024-10-16 18:00:00+00:00,20.0000,0.1570,170.5795,1,1
2024-10-16 18:30:00+00:00,20.0000,0.1559,170.6438,1,1
2024-10-16 19:00:00+00:00,20.0000,0.1549,170.7081,1,1
2024-10-16 19:30:00+00:00,20.0000,0.1538,170.7724,1,1
2024-10-16 20:00:00+00:00,20.0000,0.1527,170.8367,1,1
2024-10-16 20:30:00+00:00,20.0000,0.1517,170.9010,1,1
2024-10-16 21:00:00+00:00,20.0000,0.1506,170.9653,1,1
2024-10-16 21:30:00+00:00,20.0000,0.1495,171.0296,1,1
2024-10-16 22:00:00+00:00,20.0000,0.1484,171.0939,1,1
2024-10-16 22:30:00+00:00,20.0000,0.1474,171.1582,1,1
2024-10-16 23:00:00+00:00,20.0000,0.1463,171.2225,1,1
2024-10-16 23:30:00+00:00,20.0000,0.1452,171.2868,1,1
2024-10-17 00:00:00+00:00,20.0000,0.1441,171.3511,1,1
2024-10-17 00:30:00+00:00,20.0000,0.1431,171.4154,1,1
2024-10-17 01:00:00+00:00,20.0000,0.1420,171.4797,1,1
2024-10-17 01:30:00+00:00,20.0000,0.1409,171.5440,1,1
2024-10-17 02:00:00+00:00,20.0000,0.1399,171.6083,1,1
2024-10-17 02:30:00+00:00,20.0000,0.1388,171.6726,1,1
2024-10-17 03:00:00+00:00,20.0000,0.1377,171.7369,1,1
2024-10-17 03:30:00+00:00,20.0000,0.1366,171.8012,1,1
2024-10-17 04:00:00+00:00,20.0000,0.1356,171.8655,1,1
2024-10-17 04:30:00+00:00,20.0000,0.1345,171.9298,1,1
2024-10-17 05:00:00+00:00,20.0000,0.1334,171.9942,1,1
2024-10-17 05:30:00+00:00,20.0000,0.1324,172.0585,1,1
2024-10-17 06:00:00+00:00,20.0000,0.1313,172.1228,1,1
2024-10-17 06:30:00+00:00,20.0000,0.1302,172.1871,1,1
2024-10-17 07:00:00+00:00,20.0000,0.1291,172.2514,1,1
2024-10-17 07:30:00+00:00,20.0000,0.1281,172.3157,1,1
2024-10-17 08:00:00+00:00,20.0000,0.1270,172.3801,1,1
2024-10-17 08:30:00+00:00,20.0000,0.1259,172.4444,1,1
2024-10-17 09:00:00+00:00,20.0000,0.1249,172.5087,1,1
2024-10-17 09:30:00+00:00,20.0000,0.1238,172.5730,1,1
2024-10-17 10:00:00+00:00,20.0000,0.1227,172.6373,1,1
2024-10-17 10:30:00+00:00,20.0000,0.1216,172.7017,1,1
2024-10-17 11:00:00+00:00,20.0000,0.1206,172.7660,1,1
2024-10-17 11:30:00+00:00,20.0000,0.1195,172.8303,1,1
2024-10-17 12:00:00+00:00,20.0000,0.1184,172.8946,1,1
2024-10-17 12:30:00+00:00,20.0000,0.1174,172.9590,1,1
2024-10-17 13:00:00+00:00,20.0000,0.1163,173.0233,1,1
2024-10-17 13:30:00+00:00,20.0000,0.1152,173.0876,1,1
2024-10-17 14:00:00+00:00,20.0000,0.1141,173.1520,1,1
2024-10-17 14:30:00+00:00,20.0000,0.1131,173.2163,1,1
2024-10-17 15:00:00+00:00,20.0000,0.1120,173.2806,1,1
2024-10-17 15:30:00+00:00,20.0000,0.1109,173.3449,1,1
2024-10-17 16:00:00+00:00,20.0000,0.1098,173.4093,1,1
2024-10-17 16:30:00+00:00,20.0000,0.1088,173.4736,1,1
2024-10-17 17:00:00+00:00,20.0000,0.1077,173.5379,1,1
2024-10-17 17:30:00+00:00,20.0000,0.1066,173.6023,1,1
2024-10-17 18:00:00+00:00,20.0000,0.1056,173.6666,1,1
2024-10-17 18:30:00+00:00,20.0000,0.1045,173.7310,1,1
2024-10-17 19:00:00+00:00,20.0000,0.1034,173.7953,1,1
2024-10-17 19:30:00+00:00,20.0000,0.1023,173.8596,1,1
2024-10-17 20:00:00+00:00,20.0000,0.1013,173.9240,1,1
2024-10-17 20:30:00+00:00,20.0000,0.1002,173.9883,1,1
2024-10-17 21:00:00+00:00,20.0000,0.0991,174.0527,1,1
2024-10-17 21:30:00+00:00,20.0000,0.0981,174.1170,1,1
2024-10-17 22:00:00+00:00,20.0000,0.0970,174.1813,1,1
2024-10-17 22:30:00+00:00,20.0000,0.0959,174.2457,1,1
2024-10-17 23:00:00+00:00,20.0000,0.0948,174.3100,1,1
2024-10-17 23:30:00+00:00,20.0000,0.0938,174.3744,1,1
2024-10-18 00:00:00+00:00,20.0000,0.0927,174.4387,1,1
2024-10-18 00:30:00+00:00,20.0000,0.0916,174.5031,1,1
2024-10-18 01:00:00+00:00,20.0000,0.0905,174.5674,1,1
2024-10-18 01:30:00+00:00,20.0000,0.0895,174.6318,1,1
2024-10-18 02:00:00+00:00,20.0000,0.0884,174.6961,1,1
2024-10-18 02:30:00+00:00,20.0000,0.0873,174.7605,1,1
2024-10-18 03:00:00+00:00,20.0000,0.0863,174.8248,1,1
2024-10-18 03:30:00+00:00,20.0000,0.0852,174.8892,1,1
2024-10-18 04:00:00+00:00,20.0000,0.0841,174.9535,1,1
2024-10-18 04:30:00+00:00,20.0000,0.0830,175.0179,1,1
2024-10-18 05:00:00+00:00,20.0000,0.0820,175.0822,1,1
2024-10-18 05:30:00+00:00,20.0000,0.0809,175.1466,1,1
2024-10-18 06:00:00+00:00,20.0000,0.0798,175.2109,1,1
2024-10-18 06:30:00+00:00,20.0000,0.0787,175.2753,1,1
2024-10-18 07:00:00+00:00,20.0000,0.0777,175.3396,1,1
2024-10-18 07:30:00+00:00,20.0000,0.0766,175.4040,1,1
2024-10-18 08:00:00+00:00,20.0000,0.0755,175.4683,1,1
2024-10-18 08:30:00+00:00,20.0000,0.0745,175.5327,1,1
2024-10-18 09:00:00+00:00,20.0000,0.0734,175.5971,1,1
2024-10-18 09:30:00+00:00,20.0000,0.0723,175.6614,1,1
2024-10-18 10:00:00+00:00,20.0000,0.0712,175.7258,1,1
2024-10-18 10:30:00+00:00,20.0000,0.0702,175.7901,1,1
2024-10-18 11:00:00+00:00,20.0000,0.0691,175.8545,1,1
2024-10-18 11:30:00+00:00,20.0000,0.0680,175.9189,1,1
2024-10-18 12:00:00+00:00,20.0000,0.0669,175.9832,1,1
2024-10-18 12:30:00+00:00,20.0000,0.0659,176.0476,1,1
2024-10-18 13:00:00+00:00,20.0000,0.0648,176.1119,1,1
2024-10-18 13:30:00+00:00,20.0000,0.0637,176.1763,1,1
2024-10-18 14:00:00+00:00,20.0000,0.0627,176.2407,1,1
2024-10-18 14:30:00+00:00,20.0000,0.0616,176.3050,1,1
2024-10-18 15:00:00+00:00,20.0000,0.0605,176.3694,1,1
2024-10-18 15:30:00+00:00,20.0000,0.0594,176.4338,1,1
2024-10-18 16:00:00+00:00,20.0000,0.0584,176.4981,1,1
2024-10-18 16:30:00+00:00,20.0000,0.0573,176.5625,1,1
2024-10-18 17:00:00+00:00,20.0000,0.0562,176.6268,1,1
2024-10-18 17:30:00+00:00,20.0000,0.0551,176.6912,1,1
2024-10-18 18:00:00+00:00,20.0000,0.0541,176.7556,1,1
2024-10-18 18:30:00+00:00,20.0000,0.0530,176.8199,1,1
2024-10-18 19:00:00+00:00,20.0000,0.0519,176.8843,1,1
2024-10-18 19:30:00+00:00,20.0000,0.0509,176.9487,1,1
2024-10-18 20:00:00+00:00,20.0000,0.0498,177.0130,1,1
2024-10-18 20:30:00+00:00,20.0000,0.0487,177.0774,1,1
2024-10-18 21:00:00+00:00,20.0000,0.0476,177.1418,1,1
2024-10-18 21:30:00+00:00,20.0000,0.0466,177.2062,1,1
2024-10-18 22:00:00+00:00,20.0000,0.0455,177.2705,1,1
2024-10-18 22:30:00+00:00,20.0000,0.0444,177.3349,1,1
2024-10-18 23:00:00+00:00,20.0000,0.0433,177.3993,1,1
2024-10-18 23:30:00+00:00,20.0000,0.0423,177.4636,1,1
2024-10-19 00:00:00+00:00,20.0000,0.0412,177.5280,1,1
2024-10-19 00:30:00+00:00,20.0000,0.0401,177.5924,1,1
2024-10-19 01:00:00+00:00,20.0000,0.0391,177.6567,1,1
2024-10-19 01:30:00+00:00,20.0000,0.0380,177.7211,1,1
2024-10-19 02:00:00+00:00,20.0000,0.0369,177.7855,1,1
2024-10-19 02:30:00+00:00,20.0000,0.0358,177.8499,1,1
2024-10-19 03:00:00+00:00,20.0000,0.0348,177.9142,1,1
2024-10-19 03:30:00+00:00,20.0000,0.0337,177.9786,1,1
2024-10-19 04:00:00+00:00,20.0000,0.0326,178.0430,1,1
2024-10-19 04:30:00+00:00,20.0000,0.0315,178.1074,1,1
2024-10-19 05:00:00+00:00,20.0000,0.0305,178.1717,1,1
2024-10-19 05:30:00+00:00,20.0000,0.0294,178.2361,1,1
2024-10-19 06:00:00+00:00,20.0000,0.0283,178.3005,1,1
2024-10-19 06:30:00+00:00,20.0000,0.0273,178.3648,1,1
2024-10-19 07:00:00+00:00,20.0000,0.0262,178.4292,1,1
2024-10-19 07:30:00+00:00,20.0000,0.0251,178.4936,1,1
2024-10-19 08:00:00+00:00,20.0000,0.0240,178.5580,1,1
2024-10-19 08:30:00+00:00,20.0000,0.0230,178.6223,1,1
2024-10-19 09:00:00+00:00,20.0000,0.0219,178.6867,1,1
2024-10-19 09:30:00+00:00,20.0000,0.0208,178.7511,1,1
2024-10-19 10:00:00+00:00,20.0000,0.0197,178.8155,1,1
2024-10-19 10:30:00+00:00,20.0000,0.0187,178.8798,1,1
2024-10-19 11:00:00+00:00,20.0000,0.0176,178.9442,1,1
2024-10-19 11:30:00+00:00,20.0000,0.0165,179.0086,1,1
2024-10-19 12:00:00+00:00,20.0000,0.0155,179.0730,1,1
2024-10-19 12:30:00+00:00,20.0000,0.0144,179.1374,1,1
2024-10-19 13:00:00+00:00,20.0000,0.0133,179.2017,1,1
2024-10-19 13:30:00+00:00,20.0000,0.0122,179.2661,1,1
2024-10-19 14:00:00+00:00,20.0000,0.0112,179.3305,1,1
2024-10-19 14:30:00+00:00,20.0000,0.0101,179.3949,1,1
2024-10-19 15:00:00+00:00,20.0000,0.0090,179.4592,1,1
2024-10-19 15:30:00+00:00,20.0000,0.0079,179.5236,1,1
2024-10-19 16:00:00+00:00,20.0000,0.0069,179.5880,1,1
2024-10-19 16:30:00+00:00,20.0000,0.0058,179.6524,1,1
2024-10-19 17:00:00+00:00,20.0000,0.0047,179.7167,1,1
2024-10-19 17:30:00+00:00,20.0000,0.0036,179.7811,1,1
2024-10-19 18:00:00+00:00,20.0000,0.0026,179.8455,1,1
2024-10-19 18:30:00+00:00,20.0000,0.0015,179.9099,1,1
2024-10-19 19:00:00+00:00,20.0000,0.0004,179.9742,1,1
2024-10-19 19:30:00+00:00,20.0000,0.0006,180.0386,1,1
2024-10-19 20:00:00+00:00,20.0000,0.0017,180.1030,1,1
2024-10-19 20:30:00+00:00,20.0000,0.0028,180.1674,1,1
2024-10-19 21:00:00+00:00,20.0000,0.0039,180.2318,1,1
2024-10-19 21:30:00+00:00,20.0000,0.0049,180.2961,1,1
2024-10-19 22:00:00+00:00,20.0000,0.0060,180.3605,1,1
2024-10-19 22:30:00+00:00,20.0000,0.0071,180.4249,1,1
2024-10-19 23:00:00+00:00,20.0000,0.0082,180.4893,1,1
2024-10-19 23:30:00+00:00,20.0000,0.0092,180.5536,1,1
2024-10-20 00:00:00+00:00,20.0000,0.0103,180.6180,1,1
2024-10-20 00:30:00+00:00,20.0000,0.0114,180.6824,1,1
2024-10-20 01:00:00+00:00,20.0000,0.0124,180.7468,1,1
2024-10-20 01:30:00+00:00,20.0000,0.0135,180.8111,1,1
2024-10-20 02:00:00+00:00,20.0000,0.0146,180.8755,1,1
2024-10-20 02:30:00+00:00,20.0000,0.0157,180.9399,1,1
2024-10-20 03:00:00+00:00,20.0000,0.0167,181.0043,1,1
2024-10-20 03:30:00+00:00,20.0000,0.0178,181.0687,1,1
2024-10-20 04:00:00+00:00,20.0000,0.0189,181.1330,1,1
2024-10-20 04:30:00+00:00,20.0000,0.0200,181.1974,1,1
2024-10-20 05:00:00+00:00,20.0000,0.0210,181.2618,1,1
2024-10-20 05:30:00+00:00,20.0000,0.0221,181.3262,1,1
2024-10-20 06:00:00+00:00,20.0000,0.0232,181.3905,1,1
2024-10-20 06:30:00+00:00,20.0000,0.0242,181.4549,1,1
2024-10-20 07:00:00+00:00,20.0000,0.0253,181.5193,1,1
2024-10-20 07:30:00+00:00,20.0000,0.0264,181.5837,1,1
2024-10-20 08:00:00+00:00,20.0000,0.0275,181.6480,1,1
2024-10-20 08:30:00+00:00,20.0000,0.0285,181.7124,1,1
2024-10-20 09:00:00+00:00,20.0000,0.0296,181.7768,1,1
2024-10-20 09:30:00+00:00,20.0000,0.0307,181.8411,1,1
2024-10-20 10:00:00+00:00,20.0000,0.0318,181.9055,1,1
2024-10-20 10:30:00+00:00,20.0000,0.0328,181.9699,1,1
2024-10-20 11:00:00+00:00,20.0000,0.0339,182.0343,1,1
2024-10-20 11:30:00+00:00,20.0000,0.0350,182.0986,1,1
2024-10-20 12:00:00+00:00,20.0000,0.0361,182.1630,1,1
2024-10-20 12:30:00+00:00,20.0000,0.0371,182.2274,1,1
2024-10-20 13:00:00+00:00,20.0000,0.0382,182.2918,1,1
2024-10-20 13:30:00+00:00,20.0000,0.0393,182.3561,1,1
2024-10-20 14:00:00+00:00,20.0000,0.0403,182.4205,1,1
2024-10-20 14:30:00+00:00,20.0000,0.0414,182.4849,1,1
2024-10-20 15:00:00+00:00,20.0000,0.0425,182.5492,1,1
2024-10-20 15:30:00+00:00,20.0000,0.0436,182.6136,1,1
2024-10-20 16:00:00+00:00,20.0000,0.0446,182.6780,1,1
2024-10-20 16:30:00+00:00,20.0000,0.0457,182.7423,1,1
2024-10-20 17:00:00+00:00,20.0000,0.0468,182.8067,1,1
2024-10-20 17:30:00+00:00,20.0000,0.0479,182.8711,1,1
2024-10-20 18:00:00+00:00,20.0000,0.0489,182.9355,1,1
2024-10-20 18:30:00+00:00,20.0000,0.0500,182.9998,1,1
2024-10-20 19:00:00+00:00,20.0000,0.0511,183.0642,1,1
2024-10-20 19:30:00+00:00,20.0000,0.0521,183.1286,1,1
2024-10-20 20:00:00+00:00,20.0000,0.0532,183.1929,1,1
2024-10-20 20:30:00+00:00,20.0000,0.0543,183.2573,1,1
2024-10-20 21:00:00+00:00,20.0000,0.0554,183.3217,1,1
2024-10-20 21:30:00+00:00,20.0000,0.0564,183.3860,1,1
2024-10-20 22:00:00+00:00,20.0000,0.0575,183.4504,1,1
2024-10-20 22:30:00+00:00,20.0000,0.0586,183.5148,1,1
2024-10-20 23:00:00+00:00,20.0000,0.0597,183.5791,1,1
2024-10-20 23:30:00+00:00,20.0000,0.0607,183.6435,1,1
2024-10-21 00:00:00+00:00,20.0000,0.0618,183.7078,1,1
2024-10-21 00:30:00+00:00,20.0000,0.0629,183.7722,1,1
2024-10-21 01:00:00+00:00,20.0000,0.0639,183.8366,1,1
2024-10-21 01:30:00+00:00,20.0000,0.0650,183.9009,1,1
2024-10-21 02:00:00+00:00,20.0000,0.0661,183.9653,1,1
2024-10-21 02:30:00+00:00,20.0000,0.0672,184.0297,1,1
2024-10-21 03:00:00+00:00,20.0000,0.0682,184.0940,1,1
2024-10-21 03:30:00+00:00,20.0000,0.0693,184.1584,1,1
2024-10-21 04:00:00+00:00,20.0000,0.0704,184.2227,1,1
2024-10-21 04:30:00+00:00,20.0000,0.0715,184.2871,1,1
2024-10-21 05:00:00+00:00,20.0000,0.0725,184.3515,1,1
2024-10-21 05:30:00+00:00,20.0000,0.0736,184.4158,1,1
2024-10-21 06:00:00+00:00,20.0000,0.0747,184.4802,1,1
2024-10-21 06:30:00+00:00,20.0000,0.0757,184.5445,1,1
2024-10-21 07:00:00+00:00,20.0000,0.0768,184.6089,1,1
2024-10-21 07:30:00+00:00,20.0000,0.0779,184.6732,1,1
2024-10-21 08:00:00+00:00,20.0000,0.0790,184.7376,1,1
2024-10-21 08:30:00+00:00,20.0000,0.0800,184.8019,1,1
2024-10-21 09:00:00+00:00,20.0000,0.0811,184.8663,1,1
2024-10-21 09:30:00+00:00,20.0000,0.0822,184.9307,1,1
2024-10-21 10:00:00+00:00,20.0000,0.0833,184.9950,1,1
2024-10-21 10:30:00+00:00,20.0000,0.0843,185.0594,1,1
2024-10-21 11:00:00+00:00,20.0000,0.0854,185.1237,1,1
2024-10-21 11:30:00+00:00,20.0000,0.0865,185.1881,1,1
2024-10-21 12:00:00+00:00,20.0000,0.0875,185.2524,1,1
2024-10-21 12:30:00+00:00,20.0000,0.0886,185.3168,1,1
2024-10-21 13:00:00+00:00,20.0000,0.0897,185.3811,1,1
2024-10-21 13:30:00+00:00,20.0000,0.0908,185.4455,1,1
2024-10-21 14:00:00+00:00,20.0000,0.0918,185.5098,1,1
2024-10-21 14:30:00+00:00,20.0000,0.0929,185.5741,1,1
2024-10-21 15:00:00+00:00,20.0000,0.0940,185.6385,1,1
2024-10-21 15:30:00+00:00,20.0000,0.0950,185.7028,1,1
2024-10-21 16:00:00+00:00,20.0000,0.0961,185.7672,1,1
2024-10-21 16:30:00+00:00,20.0000,0.0972,185.8315,1,1
2024-10-21 17:00:00+00:00,20.0000,0.0983,185.8959,1,1
2024-10-21 17:30:00+00:00,20.0000,0.0993,185.9602,1,1
2024-10-21 18:00:00+00:00,20.0000,0.1004,186.0246,1,1
2024-10-21 18:30:00+00:00,20.0000,0.1015,186.0889,1,1
2024-10-21 19:00:00+00:00,20.0000,0.1026,186.1532,1,1
2024-10-21 19:30:00+00:00,20.0000,0.1036,186.2176,1,1
2024-10-21 20:00:00+00:00,20.0000,0.1047,186.2819,1,1
2024-10-21 20:30:00+00:00,20.0000,0.1058,186.3462,1,1
2024-10-21 21:00:00+00:00,20.0000,0.1068,186.4106,1,1
2024-10-21 21:30:00+00:00,20.0000,0.1079,186.4749,1,1
2024-10-21 22:00:00+00:00,20.0000,0.1090,186.5393,1,1
2024-10-21 22:30:00+00:00,20.0000,0.1101,186.6036,1,1
2024-10-21 23:00:00+00:00,20.0000,0.1111,186.6679,1,1
2024-10-21 23:30:00+00:00,20.0000,0.1122,186.7323,1,1
2024-10-22 00:00:00+00:00,20.0000,0.1133,186.7966,1,1
2024-10-22 00:30:00+00:00,20.0000,0.1143,186.8609,1,1
2024-10-22 01:00:00+00:00,20.0000,0.1154,186.9252,1,1
2024-10-22 01:30:00+00:00,20.0000,0.1165,186.9896,1,1
2024-10-22 02:00:00+00:00,20.0000,0.1176,187.0539,1,1
2024-10-22 02:30:00+00:00,20.0000,0.1186,187.1182,1,1
2024-10-22 03:00:00+00:00,20.0000,0.1197,187.1826,1,1
2024-10-22 03:30:00+00:00,20.0000,0.1208,187.2469,1,1
2024-10-22 04:00:00+00:00,20.0000,0.1219,187.3112,1,1
2024-10-22 04:30:00+00:00,20.0000,0.1229,187.3755,1,1
2024-10-22 05:00:00+00:00,20.0000,0.1240,187.4398,1,1
2024-10-22 05:30:00+00:00,20.0000,0.1251,187.5042,1,1
2024-10-22 06:00:00+00:00,20.0000,0.1261,187.5685,1,1
2024-10-22 06:30:00+00:00,20.0000,0.1272,187.6328,1,1
2024-10-22 07:00:00+00:00,20.0000,0.1283,187.6971,1,1
2024-10-22 07:30:00+00:00,20.0000,0.1294,187.7614,1,1
2024-10-22 08:00:00+00:00,20.0000,0.1304,187.8258,1,1
2024-10-22 08:30:00+00:00,20.0000,0.1315,187.8901,1,1
2024-10-22 09:00:00+00:00,20.0000,0.1326,187.9544,1,1
2024-10-22 09:30:00+00:00,20.0000,0.1336,188.0187,1,1
2024-10-22 10:00:00+00:00,20.0000,0.1347,188.0830,1,1
2024-10-22 10:30:00+00:00,20.0000,0.1358,188.1473,1,1
2024-10-22 11:00:00+00:00,20.0000,0.1369,188.2116,1,1
2024-10-22 11:30:00+00:00,20.0000,0.1379,188.2760,1,1
2024-10-22 12:00:00+00:00,20.0000,0.1390,188.3403,1,1
2024-10-22 12:30:00+00:00,20.0000,0.1401,188.4046,1,1
2024-10-22 13:00:00+00:00,20.0000,0.1411,188.4689,1,1
2024-10-22 13:30:00+00:00,20.0000,0.1422,188.5332,1,1
2024-10-22 14:00:00+00:00,20.0000,0.1433,188.5975,1,1
2024-10-22 14:30:00+00:00,20.0000,0.1444,188.6618,1,1
2024-10-22 15:00:00+00:00,20.0000,0.1454,188.7261,1,1
2024-10-22 15:30:00+00:00,20.0000,0.1465,188.7904,1,1
2024-10-22 16:00:00+00:00,20.0000,0.1476,188.8547,1,1
2024-10-22 16:30:00+00:00,20.0000,0.1486,188.9190,1,1
2024-10-22 17:00:00+00:00,20.0000,0.1497,188.9833,1,1
2024-10-22 17:30:00+00:00,20.0000,0.1508,189.0476,1,1
2024-10-22 18:00:00+00:00,20.0000,0.1519,189.1119,1,1
2024-10-22 18:30:00+00:00,20.0000,0.1529,189.1762,1,1
2024-10-22 19:00:00+00:00,20.0000,0.1540,189.2405,1,1
2024-10-22 19:30:00+00:00,20.0000,0.1551,189.3048,1,1
2024-10-22 20:00:00+00:00,20.0000,0.1562,189.3690,1,1
2024-10-22 20:30:00+00:00,20.0000,0.1572,189.4333,1,1
2024-10-22 21:00:00+00:00,20.0000,0.1583,189.4976,1,1
2024-10-22 21:30:00+00:00,20.0000,0.1594,189.5619,1,1
2024-10-22 22:00:00+00:00,20.0000,0.1604,189.6262,1,1
2024-10-22 22:30:00+00:00,20.0000,0.1615,189.6905,1,1
2024-10-22 23:00:00+00:00,20.0000,0.1626,189.7548,1,1
2024-10-22 23:30:00+00:00,20.0000,0.1637,189.8190,1,1
2024-10-23 00:00:00+00:00,20.0000,0.1647,189.8833,1,1
2024-10-23 00:30:00+00:00,20.0000,0.1658,189.9476,1,1
2024-10-23 01:00:00+00:00,20.0000,0.1669,190.0119,1,1
2024-10-23 01:30:00+00:00,20.0000,0.1679,190.0762,1,1
2024-10-23 02:00:00+00:00,20.0000,0.1690,190.1404,1,1
2024-10-23 02:30:00+00:00,20.0000,0.1701,190.2047,1,1
2024-10-23 03:00:00+00:00,20.0000,0.1711,190.2690,1,1
2024-10-23 03:30:00+00:00,20.0000,0.1722,190.3332,1,1
2024-10-23 04:00:00+00:00,20.0000,0.1733,190.3975,1,1
2024-10-23 04:30:00+00:00,20.0000,0.1744,190.4618,1,1
2024-10-23 05:00:00+00:00,20.0000,0.1754,190.5261,1,1
2024-10-23 05:30:00+00:00,20.0000,0.1765,190.5903,1,1
2024-10-23 06:00:00+00:00,20.0000,0.1776,190.6546,1,1
2024-10-23 06:30:00+00:00,20.0000,0.1786,190.7188,1,1
2024-10-23 07:00:00+00:00,20.0000,0.1797,190.7831,1,1
2024-10-23 07:30:00+00:00,20.0000,0.1808,190.8474,1,1
2024-10-23 08:00:00+00:00,20.0000,0.1819,190.9116,1,1
2024-10-23 08:30:00+00:00,20.0000,0.1829,190.9759,1,1
2024-10-23 09:00:00+00:00,20.0000,0.1840,191.0401,1,1
2024-10-23 09:30:00+00:00,20.0000,0.1851,191.1044,1,1
2024-10-23 10:00:00+00:00,20.0000,0.1861,191.1687,1,1
2024-10-23 10:30:00+00:00,20.0000,0.1872,191.2329,1,1
2024-10-23 11:00:00+00:00,20.0000,0.1883,191.2972,1,1
2024-10-23 11:30:00+00:00,20.0000,0.1894,191.3614,1,1
2024-10-23 12:00:00+00:00,20.0000,0.1904,191.4257,1,1
2024-10-23 12:30:00+00:00,20.0000,0.1915,191.4899,1,1
2024-10-23 13:00:00+00:00,20.0000,0.1926,191.5541,1,1
2024-10-23 13:30:00+00:00,20.0000,0.1936,191.6184,1,1
2024-10-23 14:00:00+00:00,20.0000,0.1947,191.6826,1,1
2024-10-23 14:30:00+00:00,20.0000,0.1958,191.7469,1,1
2024-10-23 15:00:00+00:00,20.0000,0.1969,191.8111,1,1
2024-10-23 15:30:00+00:00,20.0000,0.1979,191.8753,1,1
2024-10-23 16:00:00+00:00,20.0000,0.1990,191.9396,1,1
2024-10-23 16:30:00+00:00,20.0000,0.2001,192.0038,1,1
2024-10-23 17:00:00+00:00,20.0000,0.2011,192.0680,1,1
2024-10-23 17:30:00+00:00,20.0000,0.2022,192.1323,1,1
