time,depth,latitude,longitude,CSPD,CDIR,CSPD_QC,CDIR_QC
2024-03-23 22:00:00+00:00,30.0000,41.0093,2.7353,2.9112,354.6699,1,1
2024-03-23 22:30:00+00:00,30.0000,41.0083,2.7355,2.9122,354.7323,1,1
2024-03-23 23:00:00+00:00,30.0000,41.0072,2.7357,2.9132,354.7943,1,1
2024-03-23 23:30:00+00:00,30.0000,41.0062,2.7360,2.9143,354.8559,1,1
2024-03-24 00:00:00+00:00,30.0000,41.0051,2.7362,2.9153,354.9172,1,1
2024-03-24 00:30:00+00:00,30.0000,41.0041,2.7364,2.9163,354.9781,1,1
2024-03-24 01:00:00+00:00,30.0000,41.0030,2.7366,2.9173,355.0387,1,1
2024-03-24 01:30:00+00:00,30.0000,41.0019,2.7369,2.9183,355.0989,1,1
2024-03-24 02:00:00+00:00,30.0000,41.0008,2.7371,2.9193,355.1587,1,1
2024-03-24 02:30:00+00:00,30.0000,40.9997,2.7373,2.9203,355.2182,1,1
2024-03-24 03:00:00+00:00,30.0000,40.9985,2.7376,2.9213,355.2773,1,1
2024-03-24 03:30:00+00:00,30.0000,40.9974,2.7378,2.9223,355.3360,1,1
2024-03-24 04:00:00+00:00,30.0000,40.9962,2.7380,2.9232,355.3944,1,1
2024-03-24 04:30:00+00:00,30.0000,40.9950,2.7383,2.9242,355.4524,1,1
2024-03-24 05:00:00+00:00,30.0000,40.9938,2.7385,2.9252,355.5100,1,1
2024-03-24 05:30:00+00:00,30.0000,40.9926,2.7387,2.9261,355.5673,1,1
2024-03-24 06:00:00+00:00,30.0000,40.9914,2.7389,2.9271,355.6243,1,1
2024-03-24 06:30:00+00:00,30.0000,40.9902,2.7392,2.9280,355.6808,1,1
2024-03-24 07:00:00+00:00,30.0000,40.9889,2.7394,2.9290,355.7370,1,1
2024-03-24 07:30:00+00:00,30.0000,40.9877,2.7396,2.9299,355.7929,1,1
2024-03-24 08:00:00+00:00,30.0000,40.9864,2.7399,2.9308,355.8483,1,1
2024-03-24 08:30:00+00:00,30.0000,40.9851,2.7401,2.9317,355.9034,1,1
2024-03-24 09:00:00+00:00,30.0000,40.9839,2.7403,2.9326,355.9582,1,1
2024-03-24 09:30:00+00:00,30.0000,40.9826,2.7405,2.9335,356.0126,1,1
2024-03-24 10:00:00+00:00,30.0000,40.9813,2.7408,2.9344,356.0666,1,1
2024-03-24 10:30:00+00:00,30.0000,40.9799,2.7410,2.9353,356.1202,1,1
2024-03-24 11:00:00+00:00,30.0000,40.9786,2.7412,2.9362,356.1735,1,1
2024-03-24 11:30:00+00:00,30.0000,40.9773,2.7415,2.9371,356.2264,1,1
2024-03-24 12:00:00+00:00,30.0000,40.9759,2.7417,2.9380,356.2790,1,1
2024-03-24 12:30:00+00:00,30.0000,40.9746,2.7419,2.9389,356.3312,1,1
2024-03-24 13:00:00+00:00,30.0000,40.9732,2.7421,2.9397,356.3830,1,1
2024-03-24 13:30:00+00:00,30.0000,40.9718,2.7424,2.9406,356.4345,1,1
2024-03-24 14:00:00+00:00,30.0000,40.9704,2.7426,2.9414,356.4856,1,1
2024-03-24 14:30:00+00:00,30.0000,40.9690,2.7428,2.9423,356.5363,1,1
2024-03-24 15:00:00+00:00,30.0000,40.9676,2.7431,2.9431,356.5867,1,1
2024-03-24 15:30:00+00:00,30.0000,40.9662,2.7433,2.9439,356.6367,1,1
2024-03-24 16:00:00+00:00,30.0000,40.9648,2.7435,2.9448,356.6863,1,1
2024-03-24 16:30:00+00:00,30.0000,40.9634,2.7437,2.9456,356.7356,1,1
2024-03-24 17:00:00+00:00,30.0000,40.9620,2.7440,2.9464,356.7845,1,1
2024-03-24 17:30:00+00:00,30.0000,40.9605,2.7442,2.9472,356.8330,1,1
2024-03-24 18:00:00+00:00,30.0000,40.9591,2.7444,2.9480,356.8812,1,1
2024-03-24 18:30:00+00:00,30.0000,40.9576,2.7447,2.9488,356.9290,1,1
2024-03-24 19:00:00+00:00,30.0000,40.9562,2.7449,2.9496,356.9764,1,1
2024-03-24 19:30:00+00:00,30.0000,40.9547,2.7451,2.9504,357.0235,1,1
2024-03-24 20:00:00+00:00,30.0000,40.9533,2.7453,2.9512,357.0702,1,1
2024-03-24 20:30:00+00:00,30.0000,40.9518,2.7456,2.9519,357.1166,1,1
2024-03-24 21:00:00+00:00,30.0000,40.9503,2.7458,2.9527,357.1625,1,1
2024-03-24 21:30:00+00:00,30.0000,40.9488,2.7460,2.9535,357.2082,1,1
2024-03-24 22:00:00+00:00,30.0000,40.9473,2.7463,2.9542,357.2534,1,1
2024-03-24 22:30:00+00:00,30.0000,40.9459,2.7465,2.9550,357.2983,1,1
2024-03-24 23:00:00+00:00,30.0000,40.9444,2.7467,2.9557,357.3428,1,1
2024-03-24 23:30:00+00:00,30.0000,40.9429,2.7470,2.9564,357.3869,1,1
2024-03-25 00:00:00+00:00,30.0000,40.9414,2.7472,2.9572,357.4307,1,1
2024-03-25 00:30:00+00:00,30.0000,40.9399,2.7474,2.9579,357.4741,1,1
2024-03-25 01:00:00+00:00,30.0000,40.9384,2.7476,2.9586,357.5171,1,1
2024-03-25 01:30:00+00:00,30.0000,40.9369,2.7479,2.9593,357.5598,1,1
2024-03-25 02:00:00+00:00,30.0000,40.9354,2.7481,2.9600,357.6021,1,1
2024-03-25 02:30:00+00:00,30.0000,40.9339,2.7483,2.9607,357.6441,1,1
2024-03-25 03:00:00+00:00,30.0000,40.9324,2.7486,2.9614,357.6856,1,1
2024-03-25 03:30:00+00:00,30.0000,40.9309,2.7488,2.9621,357.7268,1,1
2024-03-25 04:00:00+00:00,30.0000,40.9294,2.7490,2.9628,357.7677,1,1
2024-03-25 04:30:00+00:00,30.0000,40.9278,2.7492,2.9635,357.8081,1,1
2024-03-25 05:00:00+00:00,30.0000,40.9263,2.7495,2.9641,357.8482,1,1
2024-03-25 05:30:00+00:00,30.0000,40.9248,2.7497,2.9648,357.8880,1,1
2024-03-25 06:00:00+00:00,30.0000,40.9233,2.7499,2.9655,357.9273,1,1
2024-03-25 06:30:00+00:00,30.0000,40.9218,2.7502,2.9661,357.9663,1,1
2024-03-25 07:00:00+00:00,30.0000,40.9203,2.7504,2.9667,358.0050,1,1
2024-03-25 07:30:00+00:00,30.0000,40.9188,2.7506,2.9674,358.0432,1,1
2024-03-25 08:00:00+00:00,30.0000,40.9173,2.7508,2.9680,358.0811,1,1
2024-03-25 08:30:00+00:00,30.0000,40.9158,2.7511,2.9686,358.1186,1,1
2024-03-25 09:00:00+00:00,30.0000,40.9143,2.7513,2.9693,358.1558,1,1
2024-03-25 09:30:00+00:00,30.0000,40.9128,2.7515,2.9699,358.1926,1,1
2024-03-25 10:00:00+00:00,30.0000,40.9113,2.7518,2.9705,358.2290,1,1
2024-03-25 10:30:00+00:00,30.0000,40.9099,2.7520,2.9711,358.2650,1,1
2024-03-25 11:00:00+00:00,30.0000,40.9084,2.7522,2.9717,358.3007,1,1
2024-03-25 11:30:00+00:00,30.0000,40.9069,2.7524,2.9723,358.3360,1,1
2024-03-25 12:00:00+00:00,30.0000,40.9054,2.7527,2.9728,358.3710,1,1
2024-03-25 12:30:00+00:00,30.0000,40.9040,2.7529,2.9734,358.4055,1,1
2024-03-25 13:00:00+00:00,30.0000,40.9025,2.7531,2.9740,358.4397,1,1
2024-03-25 13:30:00+00:00,30.0000,40.9010,2.7534,2.9746,358.4736,1,1
2024-03-25 14:00:00+00:00,30.0000,40.8996,2.7536,2.9751,358.5070,1,1
2024-03-25 14:30:00+00:00,30.0000,40.8981,2.7538,2.9757,358.5401,1,1
2024-03-25 15:00:00+00:00,30.0000,40.8967,2.7540,2.9762,358.5728,1,1
2024-03-25 15:30:00+00:00,30.0000,40.8953,2.7543,2.9768,358.6052,1,1
2024-03-25 16:00:00+00:00,30.0000,40.8938,2.7545,2.9773,358.6372,1,1
2024-03-25 16:30:00+00:00,30.0000,40.8924,2.7547,2.9778,358.6688,1,1
2024-03-25 17:00:00+00:00,30.0000,40.8910,2.7550,2.9783,358.7001,1,1
2024-03-25 17:30:00+00:00,30.0000,40.8896,2.7552,2.9788,358.7309,1,1
2024-03-25 18:00:00+00:00,30.0000,40.8882,2.7554,2.9794,358.7614,1,1
2024-03-25 18:30:00+00:00,30.0000,40.8868,2.7557,2.9799,358.7916,1,1
2024-03-25 19:00:00+00:00,30.0000,40.8854,2.7559,2.9804,358.8213,1,1
2024-03-25 19:30:00+00:00,30.0000,40.8840,2.7561,2.9808,358.8507,1,1
2024-03-25 20:00:00+00:00,30.0000,40.8827,2.7563,2.9813,358.8798,1,1
2024-03-25 20:30:00+00:00,30.0000,40.8813,2.7566,2.9818,358.9084,1,1
2024-03-25 21:00:00+00:00,30.0000,40.8800,2.7568,2.9823,358.9367,1,1
2024-03-25 21:30:00+00:00,30.0000,40.8786,2.7570,2.9827,358.9646,1,1
2024-03-25 22:00:00+00:00,30.0000,40.8773,2.7573,2.9832,358.9922,1,1
2024-03-25 22:30:00+00:00,30.0000,40.8760,2.7575,2.9837,359.0193,1,1
2024-03-25 23:00:00+00:00,30.0000,40.8747,2.7577,2.9841,359.0462,1,1
2024-03-25 23:30:00+00:00,30.0000,40.8734,2.7579,2.9845,359.0726,1,1
2024-03-26 00:00:00+00:00,30.0000,40.8721,2.7582,2.9850,359.0987,1,1
2024-03-26 00:30:00+00:00,30.0000,40.8708,2.7584,2.9854,359.1243,1,1
2024-03-26 01:00:00+00:00,30.0000,40.8696,2.7586,2.9858,359.1497,1,1
2024-03-26 01:30:00+00:00,30.0000,40.8683,2.7589,2.9862,359.1746,1,1
2024-03-26 02:00:00+00:00,30.0000,40.8671,2.7591,2.9867,359.1992,1,1
2024-03-26 02:30:00+00:00,30.0000,40.8658,2.7593,2.9871,359.2234,1,1
2024-03-26 03:00:00+00:00,30.0000,40.8646,2.7595,2.9875,359.2473,1,1
2024-03-26 03:30:00+00:00,30.0000,40.8634,2.7598,2.9878,359.2707,1,1
2024-03-26 04:00:00+00:00,30.0000,40.8622,2.7600,2.9882,359.2938,1,1
2024-03-26 04:30:00+00:00,30.0000,40.8611,2.7602,2.9886,359.3165,1,1
2024-03-26 05:00:00+00:00,30.0000,40.8599,2.7605,2.9890,359.3389,1,1
2024-03-26 05:30:00+00:00,30.0000,40.8588,2.7607,2.9893,359.3609,1,1
2024-03-26 06:00:00+00:00,30.0000,40.8576,2.7609,2.9897,359.3825,1,1
2024-03-26 06:30:00+00:00,30.0000,40.8565,2.7611,2.9901,359.4037,1,1
2024-03-26 07:00:00+00:00,30.0000,40.8554,2.7614,2.9904,359.4246,1,1
2024-03-26 07:30:00+00:00,30.0000,40.8543,2.7616,2.9908,359.4451,1,1
2024-03-26 08:00:00+00:00,30.0000,40.8532,2.7618,2.9911,359.4652,1,1
2024-03-26 08:30:00+00:00,30.0000,40.8522,2.7621,2.9914,359.4850,1,1
2024-03-26 09:00:00+00:00,30.0000,40.8511,2.7623,2.9917,359.5044,1,1
2024-03-26 09:30:00+00:00,30.0000,40.8501,2.7625,2.9921,359.5234,1,1
2024-03-26 10:00:00+00:00,30.0000,40.8491,2.7627,2.9924,359.5421,1,1
2024-03-26 10:30:00+00:00,30.0000,40.8480,2.7630,2.9927,359.5603,1,1
2024-03-26 11:00:00+00:00,30.0000,40.8471,2.7632,2.9930,359.5782,1,1
2024-03-26 11:30:00+00:00,30.0000,40.8461,2.7634,2.9933,359.5958,1,1
2024-03-26 12:00:00+00:00,30.0000,40.8451,2.7637,2.9935,359.6129,1,1
2024-03-26 12:30:00+00:00,30.0000,40.8442,2.7639,2.9938,359.6297,1,1
2024-03-26 13:00:00+00:00,30.0000,40.8433,2.7641,2.9941,359.6461,1,1
2024-03-26 13:30:00+00:00,30.0000,40.8424,2.7644,2.9944,359.6622,1,1
2024-03-26 14:00:00+00:00,30.0000,40.8415,2.7646,2.9946,359.6778,1,1
2024-03-26 14:30:00+00:00,30.0000,40.8406,2.7648,2.9949,359.6931,1,1
2024-03-26 15:00:00+00:00,30.0000,40.8398,2.7650,2.9951,359.7080,1,1
2024-03-26 15:30:00+00:00,30.0000,40.8389,2.7653,2.9954,359.7226,1,1
2024-03-26 16:00:00+00:00,30.0000,40.8381,2.7655,2.9956,359.7368,1,1
2024-03-26 16:30:00+00:00,30.0000,40.8373,2.7657,2.9958,359.7506,1,1
2024-03-26 17:00:00+00:00,30.0000,40.8365,2.7660,2.9961,359.7640,1,1
2024-03-26 17:30:00+00:00,30.0000,40.8358,2.7662,2.9963,359.7771,1,1
2024-03-26 18:00:00+00:00,30.0000,40.8350,2.7664,2.9965,359.7898,1,1
2024-03-26 18:30:00+00:00,30.0000,40.8343,2.7666,2.9967,359.8021,1,1
2024-03-26 19:00:00+00:00,30.0000,40.8336,2.7669,2.9969,359.8141,1,1
2024-03-26 19:30:00+00:00,30.0000,40.8329,2.7671,2.9971,359.8257,1,1
2024-03-26 20:00:00+00:00,30.0000,40.8322,2.7673,2.9973,359.8369,1,1
2024-03-26 20:30:00+00:00,30.0000,40.8316,2.7676,2.9975,359.8477,1,1
2024-03-26 21:00:00+00:00,30.0000,40.8309,2.7678,2.9976,359.8582,1,1
2024-03-26 21:30:00+00:00,30.0000,40.8303,2.7680,2.9978,359.8683,1,1
2024-03-26 22:00:00+00:00,30.0000,40.8297,2.7682,2.9980,359.8780,1,1
2024-03-26 22:30:00+00:00,30.0000,40.8291,2.7685,2.9981,359.8873,1,1
2024-03-26 23:00:00+00:00,30.0000,40.8286,2.7687,2.9983,359.8963,1,1
2024-03-26 23:30:00+00:00,30.0000,40.8280,2.7689,2.9984,359.9049,1,1
2024-03-27 00:00:00+00:00,30.0000,40.8275,2.7692,2.9986,359.9131,1,1
2024-03-27 00:30:00+00:00,30.0000,40.8270,2.7694,2.9987,359.9210,1,1
2024-03-27 01:00:00+00:00,30.0000,40.8265,2.7696,2.9988,359.9285,1,1
2024-03-27 01:30:00+00:00,30.0000,40.8261,2.7698,2.9989,359.9356,1,1
2024-03-27 02:00:00+00:00,30.0000,40.8256,2.7701,2.9990,359.9423,1,1
2024-03-27 02:30:00+00:00,30.0000,40.8252,2.7703,2.9991,359.9487,1,1
2024-03-27 03:00:00+00:00,30.0000,40.8248,2.7705,2.9992,359.9547,1,1
2024-03-27 03:30:00+00:00,30.0000,40.8245,2.7708,2.9993,359.9603,1,1
2024-03-27 04:00:00+00:00,30.0000,40.8241,2.7710,2.9994,359.9656,1,1
2024-03-27 04:30:00+00:00,30.0000,40.8238,2.7712,2.9995,359.9704,1,1
2024-03-27 05:00:00+00:00,30.0000,40.8234,2.7714,2.9996,359.9749,1,1
2024-03-27 05:30:00+00:00,30.0000,40.8231,2.7717,2.9997,359.9791,1,1
2024-03-27 06:00:00+00:00,30.0000,40.8229,2.7719,2.9997,359.9828,1,1
2024-03-27 06:30:00+00:00,30.0000,40.8226,2.7721,2.9998,359.9862,1,1
2024-03-27 07:00:00+00:00,30.0000,40.8224,2.7724,2.9998,359.9892,1,1
2024-03-27 07:30:00+00:00,30.0000,40.8222,2.7726,2.9999,359.9919,1,1
2024-03-27 08:00:00+00:00,30.0000,40.8220,2.7728,2.9999,359.9942,1,1
2024-03-27 08:30:00+00:00,30.0000,40.8218,2.7730,2.9999,359.9961,1,1
2024-03-27 09:00:00+00:00,30.0000,40.8216,2.7733,3.0000,359.9976,1,1
2024-03-27 09:30:00+00:00,30.0000,40.8215,2.7735,3.0000,359.9987,1,1
2024-03-27 10:00:00+00:00,30.0000,40.8214,2.7737,3.0000,359.9995,1,1
2024-03-27 10:30:00+00:00,30.0000,40.8213,2.7740,3.0000,359.9999,1,1
2024-03-27 11:00:00+00:00,30.0000,40.8212,2.7742,3.0000,360.0000,1,1
2024-03-27 11:30:00+00:00,30.0000,40.8212,2.7744,3.0000,359.9996,1,1
2024-03-27 12:00:00+00:00,30.0000,40.8211,2.7747,3.0000,359.9989,1,1
2024-03-27 12:30:00+00:00,30.0000,40.8211,2.7749,3.0000,359.9978,1,1
2024-03-27 13:00:00+00:00,30.0000,40.8212,2.7751,2.9999,359.9964,1,1
2024-03-27 13:30:00+00:00,30.0000,40.8212,2.7753,2.9999,359.9946,1,1
2024-03-27 14:00:00+00:00,30.0000,40.8212,2.7756,2.9999,359.9924,1,1
2024-03-27 14:30:00+00:00,30.0000,40.8213,2.7758,2.9998,359.9898,1,1
2024-03-27 15:00:00+00:00,30.0000,40.8214,2.7760,2.9998,359.9869,1,1
2024-03-27 15:30:00+00:00,30.0000,40.8215,2.7763,2.9997,359.9835,1,1
2024-03-27 16:00:00+00:00,30.0000,40.8217,2.7765,2.9997,359.9799,1,1
2024-03-27 16:30:00+00:00,30.0000,40.8218,2.7767,2.9996,359.9758,1,1
2024-03-27 17:00:00+00:00,30.0000,40.8220,2.7769,2.9995,359.9714,1,1
2024-03-27 17:30:00+00:00,30.0000,40.8222,2.7772,2.9994,359.9666,1,1
2024-03-27 18:00:00+00:00,30.0000,40.8224,2.7774,2.9994,359.9614,1,1
2024-03-27 18:30:00+00:00,30.0000,40.8226,2.7776,2.9993,359.9558,1,1
2024-03-27 19:00:00+00:00,30.0000,40.8229,2.7779,2.9992,359.9499,1,1
2024-03-27 19:30:00+00:00,30.0000,40.8232,2.7781,2.9991,359.9436,1,1
2024-03-27 20:00:00+00:00,30.0000,40.8235,2.7783,2.9989,359.9370,1,1
2024-03-27 20:30:00+00:00,30.0000,40.8238,2.7785,2.9988,359.9299,1,1
2024-03-27 21:00:00+00:00,30.0000,40.8241,2.7788,2.9987,359.9225,1,1
2024-03-27 21:30:00+00:00,30.0000,40.8245,2.7790,2.9986,359.9147,1,1
2024-03-27 22:00:00+00:00,30.0000,40.8249,2.7792,2.9984,359.9066,1,1
2024-03-27 22:30:00+00:00,30.0000,40.8253,2.7795,2.9983,359.8980,1,1
2024-03-27 23:00:00+00:00,30.0000,40.8257,2.7797,2.9982,359.8891,1,1
2024-03-27 23:30:00+00:00,30.0000,40.8261,2.7799,2.9980,359.8799,1,1
2024-03-28 00:00:00+00:00,30.0000,40.8266,2.7801,2.9978,359.8702,1,1
2024-03-28 00:30:00+00:00,30.0000,40.8270,2.7804,2.9977,359.8602,1,1
2024-03-28 01:00:00+00:00,30.0000,40.8275,2.7806,2.9975,359.8498,1,1
2024-03-28 01:30:00+00:00,30.0000,40.8280,2.7808,2.9973,359.8391,1,1
2024-03-28 02:00:00+00:00,30.0000,40.8286,2.7811,2.9971,359.8279,1,1
2024-03-28 02:30:00+00:00,30.0000,40.8291,2.7813,2.9969,359.8164,1,1
2024-03-28 03:00:00+00:00,30.0000,40.8297,2.7815,2.9967,359.8045,1,1
2024-03-28 03:30:00+00:00,30.0000,40.8303,2.7817,2.9965,359.7923,1,1
2024-03-28 04:00:00+00:00,30.0000,40.8309,2.7820,2.9963,359.7797,1,1
2024-03-28 04:30:00+00:00,30.0000,40.8315,2.7822,2.9961,359.7667,1,1
2024-03-28 05:00:00+00:00,30.0000,40.8322,2.7824,2.9959,359.7533,1,1
2024-03-28 05:30:00+00:00,30.0000,40.8328,2.7827,2.9957,359.7396,1,1
2024-03-28 06:00:00+00:00,30.0000,40.8335,2.7829,2.9954,359.7255,1,1
2024-03-28 06:30:00+00:00,30.0000,40.8342,2.7831,2.9952,359.7110,1,1
2024-03-28 07:00:00+00:00,30.0000,40.8349,2.7834,2.9949,359.6961,1,1
2024-03-28 07:30:00+00:00,30.0000,40.8356,2.7836,2.9947,359.6809,1,1
2024-03-28 08:00:00+00:00,30.0000,40.8364,2.7838,2.9944,359.6653,1,1
2024-03-28 08:30:00+00:00,30.0000,40.8371,2.7840,2.9942,359.6493,1,1
2024-03-28 09:00:00+00:00,30.0000,40.8379,2.7843,2.9939,359.6330,1,1
2024-03-28 09:30:00+00:00,30.0000,40.8387,2.7845,2.9936,359.6163,1,1
2024-03-28 10:00:00+00:00,30.0000,40.8395,2.7847,2.9933,359.5992,1,1
2024-03-28 10:30:00+00:00,30.0000,40.8404,2.7850,2.9930,359.5818,1,1
2024-03-28 11:00:00+00:00,30.0000,40.8412,2.7852,2.9927,359.5639,1,1
2024-03-28 11:30:00+00:00,30.0000,40.8421,2.7854,2.9924,359.5457,1,1
2024-03-28 12:00:00+00:00,30.0000,40.8429,2.7856,2.9921,359.5272,1,1
2024-03-28 12:30:00+00:00,30.0000,40.8438,2.7859,2.9918,359.5082,1,1
2024-03-28 13:00:00+00:00,30.0000,40.8447,2.7861,2.9915,359.4889,1,1
2024-03-28 13:30:00+00:00,30.0000,40.8457,2.7863,2.9912,359.4692,1,1
2024-03-28 14:00:00+00:00,30.0000,40.8466,2.7866,2.9908,359.4492,1,1
2024-03-28 14:30:00+00:00,30.0000,40.8476,2.7868,2.9905,359.4287,1,1
2024-03-28 15:00:00+00:00,30.0000,40.8485,2.7870,2.9901,359.4080,1,1
2024-03-28 15:30:00+00:00,30.0000,40.8495,2.7872,2.9898,359.3868,1,1
2024-03-28 16:00:00+00:00,30.0000,40.8505,2.7875,2.9894,359.3652,1,1
2024-03-28 16:30:00+00:00,30.0000,40.8515,2.7877,2.9891,359.3433,1,1
2024-03-28 17:00:00+00:00,30.0000,40.8525,2.7879,2.9887,359.3211,1,1
2024-03-28 17:30:00+00:00,30.0000,40.8536,2.7882,2.9883,359.2984,1,1
2024-03-28 18:00:00+00:00,30.0000,40.8546,2.7884,2.9879,359.2754,1,1
2024-03-28 18:30:00+00:00,30.0000,40.8557,2.7886,2.9875,359.2520,1,1
2024-03-28 19:00:00+00:00,30.0000,40.8568,2.7888,2.9871,359.2282,1,1
2024-03-28 19:30:00+00:00,30.0000,40.8578,2.7891,2.9867,359.2041,1,1
2024-03-28 20:00:00+00:00,30.0000,40.8589,2.7893,2.9863,359.1796,1,1
2024-03-28 20:30:00+00:00,30.0000,40.8601,2.7895,2.9859,359.1547,1,1
2024-03-28 21:00:00+00:00,30.0000,40.8612,2.7898,2.9855,359.1294,1,1
2024-03-28 21:30:00+00:00,30.0000,40.8623,2.7900,2.9851,359.1038,1,1
2024-03-28 22:00:00+00:00,30.0000,40.8635,2.7902,2.9846,359.0778,1,1
2024-03-28 22:30:00+00:00,30.0000,40.8646,2.7904,2.9842,359.0515,1,1
2024-03-28 23:00:00+00:00,30.0000,40.8658,2.7907,2.9837,359.0247,1,1
2024-03-28 23:30:00+00:00,30.0000,40.8670,2.7909,2.9833,358.9976,1,1
2024-03-29 00:00:00+00:00,30.0000,40.8681,2.7911,2.9828,358.9702,1,1
2024-03-29 00:30:00+00:00,30.0000,40.8693,2.7914,2.9824,358.9423,1,1
2024-03-29 01:00:00+00:00,30.0000,40.8706,2.7916,2.9819,358.9141,1,1
2024-03-29 01:30:00+00:00,30.0000,40.8718,2.7918,2.9814,358.8855,1,1
2024-03-29 02:00:00+00:00,30.0000,40.8730,2.7921,2.9809,358.8566,1,1
2024-03-29 02:30:00+00:00,30.0000,40.8742,2.7923,2.9805,358.8272,1,1
2024-03-29 03:00:00+00:00,30.0000,40.8755,2.7925,2.9800,358.7976,1,1
2024-03-29 03:30:00+00:00,30.0000,40.8767,2.7927,2.9795,358.7675,1,1
2024-03-29 04:00:00+00:00,30.0000,40.8780,2.7930,2.9790,358.7371,1,1
2024-03-29 04:30:00+00:00,30.0000,40.8793,2.7932,2.9784,358.7063,1,1
2024-03-29 05:00:00+00:00,30.0000,40.8805,2.7934,2.9779,358.6751,1,1
2024-03-29 05:30:00+00:00,30.0000,40.8818,2.7937,2.9774,358.6435,1,1
2024-03-29 06:00:00+00:00,30.0000,40.8831,2.7939,2.9769,358.6116,1,1
2024-03-29 06:30:00+00:00,30.0000,40.8844,2.7941,2.9763,358.5793,1,1
2024-03-29 07:00:00+00:00,30.0000,40.8857,2.7943,2.9758,358.5467,1,1
2024-03-29 07:30:00+00:00,30.0000,40.8870,2.7946,2.9752,358.5137,1,1
2024-03-29 08:00:00+00:00,30.0000,40.8883,2.7948,2.9747,358.4803,1,1
2024-03-29 08:30:00+00:00,30.0000,40.8896,2.7950,2.9741,358.4465,1,1
2024-03-29 09:00:00+00:00,30.0000,40.8910,2.7953,2.9735,358.4124,1,1
2024-03-29 09:30:00+00:00,30.0000,40.8923,2.7955,2.9730,358.3779,1,1
2024-03-29 10:00:00+00:00,30.0000,40.8936,2.7957,2.9724,358.3430,1,1
2024-03-29 10:30:00+00:00,30.0000,40.8950,2.7959,2.9718,358.3078,1,1
2024-03-29 11:00:00+00:00,30.0000,40.8963,2.7962,2.9712,358.2722,1,1
2024-03-29 11:30:00+00:00,30.0000,40.8977,2.7964,2.9706,358.2362,1,1
2024-03-29 12:00:00+00:00,30.0000,40.8990,2.7966,2.9700,358.1999,1,1
2024-03-29 12:30:00+00:00,30.0000,40.9004,2.7969,2.9694,358.1632,1,1
2024-03-29 13:00:00+00:00,30.0000,40.9017,2.7971,2.9688,358.1261,1,1
2024-03-29 13:30:00+00:00,30.0000,40.9031,2.7973,2.9681,358.0886,1,1
2024-03-29 14:00:00+00:00,30.0000,40.9045,2.7975,2.9675,358.0508,1,1
2024-03-29 14:30:00+00:00,30.0000,40.9058,2.7978,2.9669,358.0126,1,1
2024-03-29 15:00:00+00:00,30.0000,40.9072,2.7980,2.9662,357.9741,1,1
2024-03-29 15:30:00+00:00,30.0000,40.9086,2.7982,2.9656,357.9352,1,1
2024-03-29 16:00:00+00:00,30.0000,40.9099,2.7985,2.9649,357.8959,1,1
2024-03-29 16:30:00+00:00,30.0000,40.9113,2.7987,2.9643,357.8562,1,1
2024-03-29 17:00:00+00:00,30.0000,40.9127,2.7989,2.9636,357.8162,1,1
2024-03-29 17:30:00+00:00,30.0000,40.9140,2.7991,2.9629,357.7758,1,1
2024-03-29 18:00:00+00:00,30.0000,40.9154,2.7994,2.9623,357.7350,1,1
2024-03-29 18:30:00+00:00,30.0000,40.9168,2.7996,2.9616,357.6939,1,1
2024-03-29 19:00:00+00:00,30.0000,40.9181,2.7998,2.9609,357.6524,1,1
2024-03-29 19:30:00+00:00,30.0000,40.9195,2.8001,2.9602,357.6105,1,1
2024-03-29 20:00:00+00:00,30.0000,40.9209,2.8003,2.9595,357.5683,1,1
2024-03-29 20:30:00+00:00,30.0000,40.9222,2.8005,2.9588,357.5257,1,1
2024-03-29 21:00:00+00:00,30.0000,40.9236,2.8008,2.9580,357.4827,1,1
2024-03-29 21:30:00+00:00,30.0000,40.9250,2.8010,2.9573,357.4394,1,1
2024-03-29 22:00:00+00:00,30.0000,40.9263,2.8012,2.9566,357.3957,1,1
2024-03-29 22:30:00+00:00,30.0000,40.9277,2.8014,2.9559,357.3516,1,1
2024-03-29 23:00:00+00:00,30.0000,40.9290,2.8017,2.9551,357.3072,1,1
2024-03-29 23:30:00+00:00,30.0000,40.9304,2.8019,2.9544,357.2624,1,1
2024-03-30 00:00:00+00:00,30.0000,40.9317,2.8021,2.9536,357.2172,1,1
2024-03-30 00:30:00+00:00,30.0000,40.9331,2.8024,2.9529,357.1717,1,1
2024-03-30 01:00:00+00:00,30.0000,40.9344,2.8026,2.9521,357.1258,1,1
2024-03-30 01:30:00+00:00,30.0000,40.9357,2.8028,2.9513,357.0795,1,1
2024-03-30 02:00:00+00:00,30.0000,40.9371,2.8030,2.9505,357.0329,1,1
2024-03-30 02:30:00+00:00,30.0000,40.9384,2.8033,2.9498,356.9859,1,1
2024-03-30 03:00:00+00:00,30.0000,40.9397,2.8035,2.9490,356.9385,1,1
2024-03-30 03:30:00+00:00,30.0000,40.9410,2.8037,2.9482,356.8908,1,1
2024-03-30 04:00:00+00:00,30.0000,40.9423,2.8040,2.9474,356.8427,1,1
2024-03-30 04:30:00+00:00,30.0000,40.9436,2.8042,2.9466,356.7942,1,1
2024-03-30 05:00:00+00:00,30.0000,40.9449,2.8044,2.9458,356.7454,1,1
